CompanyName,JobRole,Experience,Skills,Links
Tata Consultancy Services,Data Scientist,10.0,Tensorflow Pytorch Data Science Artificial Intelligence Natural Language Processing Machine Learning Languages Process,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-india-10-to-18-years-070426004491
Version 1,Embedded AI Data Scientist,3.0,python deep learning frameworks natural language processing microsoft azure bert machine learning rts rust,https://www.naukri.com/job-listings-embedded-ai-data-scientist-version-1-services-private-limited-bengaluru-3-to-7-years-060426930189
Amgen Inc,Data Scientist (Patient Finding),3.0,Data Scientist Predictive Modeling Data Pipelines Use Cases Feature Engineering Version Control Machine Learning Statistics,https://www.naukri.com/job-listings-data-scientist-patient-finding-amgen-inc-hyderabad-3-to-5-years-060426911448
eBay,"Data Scientist, Selling Experience",6.0,Computer science Administration Usage data science Analytical Data quality Statistics Analytics,https://www.naukri.com/job-listings-data-scientist-selling-experience-ebay-bengaluru-6-to-9-years-060426502630
Nucleusteq Consulting,Data Scientist,2.0,algorithms python data analysis modeling natural language processing bi predictive power bi,https://www.naukri.com/job-listings-data-scientist-nucleusteq-indore-2-to-6-years-060426501104
Ada Digital Analytics,Data Scientist,2.0,Natural Language Processing Machine Learning Data Science Python Tensorflow Power Bi Artificial Intelligence Tableau,https://www.naukri.com/job-listings-data-scientist-ada-digital-analytics-bengaluru-2-to-5-years-060426033296
HCLTech,Data Scientist,6.0,Data Science Natural Language Processing Machine Learning Python Processing Machine Process Data,https://www.naukri.com/job-listings-data-scientist-hcltech-hyderabad-pune-bengaluru-6-to-8-years-030426017346
Maruti True Value,Data Scientist/Technical Analyst,4.0,Computer vision deep learning Simulation Neural networks Machine learning Hypothesis Testing Telematics Data analytics,https://www.naukri.com/job-listings-data-scientist-technical-analyst-maruti-true-value-gurugram-4-to-9-years-110825500383
Codvo,Data Scientist (C3.ai Certified),5.0,Product management Text mining Web services Product innovation Time management Machine learning digital strategy Data analytics,https://www.naukri.com/job-listings-data-scientist-c3-ai-certified-codvo-ai-pune-5-to-10-years-101025503058
Varite,Data Scientist,5.0,HVAC Aerospace Staffing thermal Data analytics Silicon Sensors Automotive,https://www.naukri.com/job-listings-data-scientist-varite-hyderabad-5-to-10-years-230226503414
Diggibyte Technologies,Data Scientist,3.0,Predictive Modeling Generative Ai Data Bricks Artificial Intelligence Natural Language Processing Statistical Modeling Data Analytics Machine Learning,https://www.naukri.com/job-listings-data-scientist-diggibyte-technologies-ahmedabad-chennai-bengaluru-3-to-8-years-190326021479
EY,SCO-Strategy-Data modeller - Data Scientist,2.0,data scientist python demand forecasting data analytics forecasting power bi logistics machine learning,https://www.naukri.com/job-listings-sco-strategy-data-modeller-data-scientist-ernst-young-llp-bengaluru-2-to-4-years-180326933873
IBM,Data Scientist-Artificial Intelligence,5.0,data scientist algorithms python data analytics data pipelines ai solutions ai enterprise applications,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-5-to-7-years-170326933313
IBM,Data Scientist-Artificial Intelligence,5.0,data scientist algorithms python data analytics data pipelines im ai solutions ai,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-5-to-7-years-110326923668
IBM,Data Scientist-Artificial Intelligence,5.0,data scientist algorithms python data analytics data pipelines ai solutions ai enterprise applications,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-kolkata-5-to-7-years-090326917875
Neuron7,Data Scientist,2.0,Computer vision deep learning Machine learning Shell scripting Transformers Data analytics Mathematics Statistics,https://www.naukri.com/job-listings-data-scientist-neuron7-remote-2-to-6-years-301222501367
E2E Infoware Management Services Pvt Ltd,Data Scientist / Advanced Analytics - Machine Learning,5.0,advanced analytics deep learning Artificial Intelligence R Programming Machine learning Python Intelligence Analytics,https://www.naukri.com/job-listings-data-scientist-advanced-analytics-machine-learning-e2e-infoware-management-services-pvt-ltd-chennai-bengaluru-5-to-8-years-221118500045
Optiflux,Data Scientist,3.0,Python Data Science Causal Inference Markov Chain Regression Ab Testing Marketing Measurement MMM,https://www.naukri.com/job-listings-data-scientist-optiflux-technologies-bengaluru-3-to-8-years-070426010553
SGM Placements,Data Scientist - MNC - Andheri,7.0,Machine Learning Data Science Algorithms Mathematical Modeling Python Predictive Modeling Cross Functional Coordination Data Integrity,https://www.naukri.com/job-listings-data-scientist-mnc-andheri-sgm-placements-mumbai-mumbai-suburban-navi-mumbai-7-to-12-years-060426016454
Apexon,"AI Engineer / Data Scientist(Generative AI, Python, Databricks)",6.0,Generative Ai Artificial Intelligence AI Engineer Aiml Java POC MVP Natural Language Processing,https://www.naukri.com/job-listings-ai-engineer-data-scientist-generative-ai-python-databricks-apexon-hyderabad-6-to-9-years-010426024688
Infosys,Data Scientist,10.0,data scientist analytics data science machine learning financial services communication skills Data Machine,https://www.naukri.com/job-listings-data-scientist-infosys-limited-bengaluru-10-to-14-years-310326930987
Paytm,Data Scientist,1.0,data scientist algorithms python scala data processing machine learning cloud platform cloud,https://www.naukri.com/job-listings-data-scientist-one97-communications-limited-gurugram-1-to-3-years-310326918257
Ecolab Global Services,Data Scientist,3.0,data scientist project management data analysis data science mathematics research statistics Analysis,https://www.naukri.com/job-listings-data-scientist-ecolab-global-services-private-limited-bengaluru-3-to-5-years-310326909748
Ovitech Solutions,Data Scientist,1.0,Computer science Data analysis data science Machine learning Hypothesis Testing Data quality data visualization Information technology,https://www.naukri.com/job-listings-data-scientist-ovitech-solutions-remote-1-to-8-years-310326502533
Expedia,Data Scientist III- Insights & Data Products,5.0,Career development Scientist III data science Talent acquisition Analytical Machine learning Business strategy data visualization,https://www.naukri.com/job-listings-data-scientist-iii-insights-data-products-expedia-group-bengaluru-5-to-10-years-310326501797
Prudent Globaltech Solutions,Data Scientist,8.0,pyspark sql spark ml python mathematics ci/cd iot,https://www.naukri.com/job-listings-data-scientist-prudent-globaltech-solutions-hyderabad-8-to-13-years-240326927575
Bridgestone - Global Capability Center,Data Scientist,4.0,Pyspark Generative Ai Machine Learning Data Bricks Python Data Science Science Artificial Intelligence,https://www.naukri.com/job-listings-data-scientist-bridgestone-global-capability-center-bengaluru-4-to-8-years-200226012582
Fornax,Data Scientist ( Immediate Joiners only ),3.0,Promotions Pricing Analytics Statistical Modeling Data Science Predictive Modeling Machine Learning Data Pricing,https://www.naukri.com/job-listings-data-scientist-immediate-joiners-only-fornax-mumbai-all-areas-3-to-6-years-140226011884
Success Booster,Data Scientist,3.0,Data Science Gen Ai Langchain Aiml RAG LLM Machine Learning Python,https://www.naukri.com/job-listings-data-scientist-success-booster-bengaluru-3-to-8-years-040426008808
QYLIS,Data Scientist,3.0,Artificial Intelligence Machine Learning Predictive Modeling Data Science Time Series Analysis Statistical Modeling Python Ml,https://www.naukri.com/job-listings-data-scientist-qylis-hyderabad-3-to-8-years-031225017936
Applied Materials,Data Scientist,6.0,data scientist python erp sap data analysis ai databricks machine learning,https://www.naukri.com/job-listings-data-scientist-applied-materials-india-private-limited-bengaluru-6-to-11-years-030426912447
Optum,Workforce Planning - Data Analyst / Data Scientist / AI / ML,3.0,data analyst python data pipelines supply chain forecasting ai power bi sql,https://www.naukri.com/job-listings-workforce-planning-data-analyst-data-scientist-ai-ml-optum-global-solutions-india-private-limited-gurugram-3-to-8-years-020426927005
Optum,Data Scientist,3.0,data scientist time series analysis python neural networks databricks microsoft azure llm machine learning,https://www.naukri.com/job-listings-data-scientist-optum-global-solutions-india-private-limited-hyderabad-3-to-8-years-020426926976
Mobile Programming,Data Scientist,6.0,advanced analytics Data analysis Statistical modeling data science Machine learning Data processing data visualization Predictive analytics,https://www.naukri.com/job-listings-data-scientist-mobileprogramming-bengaluru-6-to-9-years-020426509940
Golden Eagle It Technologies,Data Scientist ( Remote | Philadelphia ),5.0,data science GCP Machine learning Predictive modeling data visualization big data Analytics SQL,https://www.naukri.com/job-listings-data-scientist-remote-philadelphia-golden-eagle-it-technologies-pvt-ltd-indore-5-to-10-years-020426503086
Valuelabs,Data Scientist || Immediate Opportunity,5.0,Data Science Gen AI Aiml RAG Python Artificial Intelligence Machine Learning Intelligence,https://www.naukri.com/job-listings-data-scientist-immediate-opportunity-valuelabs-hyderabad-5-to-10-years-020426021299
Tata Consultancy Services,Data Scientist - Hyderabad/Chennai,4.0,Data Science Tensorflow Artificial Intelligence Natural Language Processing Machine Learning Deep Learning Scikit-Learn Python,https://www.naukri.com/job-listings-data-scientist-hyderabad-chennai-tata-consultancy-services-hyderabad-chennai-delhi-ncr-4-to-9-years-020426020034
Tata Consultancy Services,Data Scientist,8.0,Machine Learning Python Data Science Pyspark Artificial Intelligence Science Intelligence Data,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-bengaluru-mumbai-all-areas-8-to-12-years-020426010346
Bahwan CyberTek,Data Scientist,3.0,LLM AWS Data Science Large Language Model Retrieval Augmented Generation Machine Learning Python ML Framework,https://www.naukri.com/job-listings-data-scientist-bct-consulting-bengaluru-3-to-7-years-020426010289
S&P Global Market Intelligence,Data Scientist,3.0,data scientist python supply chain cloud solutions version control ai cloud technologies cloud platform,https://www.naukri.com/job-listings-data-scientist-s-p-capital-iq-india-pvt-ltd-hyderabad-3-to-5-years-010426915298
